,JJ,IN,VBP,NNS,VB,VB,JJR,VBZ,RP,MD,TO,CC,VBD,WRB,RB,VBG,VBN,WP,WDT,JJS,PRP,DT,FW,RBR,RBS,CD,NN,NNP,VB,VB
0,-0.3052581657791272,0.416702554323281,-0.6665297749374645,1.9601674156946756,-0.6519246794528313,-0.6519246794528313,-0.18377483913357673,-0.6473744986350811,-0.29271211515300444,-0.3723091347426128,-0.5144122570459821,-0.5049899194830604,0.7810020078141463,-0.27771715967543165,-0.6609501570095448,2.6455345934862686,-0.5526203781344465,-0.23603408451660704,-0.18306395393528874,-0.2091854504734307,-0.5396183860932509,0.04100839151148971,-0.07056326948624388,-0.1508628572809428,-0.09006757603254664,3.206686889382079,0.36399475905142675,-0.06723547068419147,-0.6519246794528313,-0.6519246794528313
1,-1.1394328240378822,0.416702554323281,-0.6665297749374645,0.9958061789456263,0.5344095727235667,0.5344095727235667,-0.18377483913357673,-0.6473744986350811,-0.29271211515300444,-0.3723091347426128,1.4333710755137317,-0.5049899194830604,-0.5845381144677615,-0.27771715967543165,0.4499611328628615,-0.579037709103606,-0.5526203781344465,-0.23603408451660704,-0.18306395393528874,-0.2091854504734307,-0.5396183860932509,-0.9000033158319503,-0.07056326948624388,6.628536791781425,-0.09006757603254664,-0.3969202588298662,0.8010721548246282,-0.06723547068419147,0.5344095727235667,0.5344095727235667
2,0.5289164924796279,-0.38893898407706284,-0.6665297749374645,0.9958061789456263,-0.6519246794528313,-0.6519246794528313,-0.18377483913357673,0.8450232144634617,2.9674257456991326,-0.3723091347426128,-0.5144122570459821,-0.5049899194830604,-0.5845381144677615,-0.27771715967543165,-0.6609501570095448,-0.579037709103606,-0.5526203781344465,-0.23603408451660704,-0.18306395393528874,-0.2091854504734307,-0.5396183860932509,-0.9000033158319503,-0.07056326948624388,-0.1508628572809428,-0.09006757603254664,-0.3969202588298662,-0.07308263672177472,-0.06723547068419147,-0.6519246794528313,-0.6519246794528313
3,2.1972658089971375,0.416702554323281,3.1959605297971616,1.9601674156946756,0.5344095727235667,0.5344095727235667,-0.18377483913357673,-0.6473744986350811,-0.29271211515300444,2.1191204525577465,-0.5144122570459821,3.3508092179504305,-0.5845381144677615,-0.27771715967543165,1.560872422735268,-0.579037709103606,1.1534895774514329,-0.23603408451660704,-0.18306395393528874,-0.2091854504734307,-0.5396183860932509,-0.9000033158319503,-0.07056326948624388,-0.1508628572809428,-0.09006757603254664,-0.3969202588298662,-0.9472374282681777,-0.06723547068419147,0.5344095727235667,0.5344095727235667
4,0.5289164924796279,-0.38893898407706284,0.6209669933074109,1.9601674156946756,0.5344095727235667,0.5344095727235667,-0.18377483913357673,0.8450232144634617,-0.29271211515300444,-0.3723091347426128,1.4333710755137317,-0.5049899194830604,-0.5845381144677615,-0.27771715967543165,-0.6609501570095448,-0.579037709103606,-0.5526203781344465,-0.23603408451660704,-0.18306395393528874,-0.2091854504734307,-0.5396183860932509,-0.9000033158319503,-0.07056326948624388,-0.1508628572809428,-0.09006757603254664,0.5039815282231201,-0.07308263672177472,-0.06723547068419147,0.5344095727235667,0.5344095727235667
5,-0.3052581657791272,0.416702554323281,-0.6665297749374645,0.0314449421965769,0.5344095727235667,0.5344095727235667,-0.18377483913357673,-0.6473744986350811,-0.29271211515300444,2.1191204525577465,-0.5144122570459821,-0.5049899194830604,-0.5845381144677615,-0.27771715967543165,1.560872422735268,-0.579037709103606,1.1534895774514329,-0.23603408451660704,5.129074368554636,-0.2091854504734307,0.7119481287488374,0.04100839151148971,-0.07056326948624388,-0.1508628572809428,-0.09006757603254664,0.5039815282231201,-0.07308263672177472,-0.06723547068419147,0.5344095727235667,0.5344095727235667
6,-0.3052581657791272,0.416702554323281,0.6209669933074109,2.924528652443725,-0.6519246794528313,-0.6519246794528313,-0.18377483913357673,-0.6473744986350811,-0.29271211515300444,-0.3723091347426128,1.4333710755137317,-0.5049899194830604,-0.5845381144677615,-0.27771715967543165,-0.6609501570095448,-0.579037709103606,1.1534895774514329,-0.23603408451660704,-0.18306395393528874,-0.2091854504734307,-0.5396183860932509,0.9820200988549296,-0.07056326948624388,-0.1508628572809428,-0.09006757603254664,1.4048833152761064,-0.9472374282681777,-0.06723547068419147,-0.6519246794528313,-0.6519246794528313
7,-0.3052581657791272,1.2223440927236249,-0.6665297749374645,2.924528652443725,0.5344095727235667,0.5344095727235667,-0.18377483913357673,-0.6473744986350811,-0.29271211515300444,-0.3723091347426128,1.4333710755137317,-0.5049899194830604,-0.5845381144677615,-0.27771715967543165,-0.6609501570095448,-0.579037709103606,1.1534895774514329,-0.23603408451660704,-0.18306395393528874,-0.2091854504734307,-0.5396183860932509,0.04100839151148971,-0.07056326948624388,-0.1508628572809428,-0.09006757603254664,-0.3969202588298662,-0.5101600324949762,-0.06723547068419147,0.5344095727235667,0.5344095727235667
8,-1.1394328240378822,0.416702554323281,1.9084637615522864,0.9958061789456263,0.5344095727235667,0.5344095727235667,-0.18377483913357673,0.8450232144634617,-0.29271211515300444,-0.3723091347426128,-0.5144122570459821,1.4229096492336852,0.7810020078141463,3.056434492012357,-0.6609501570095448,2.6455345934862686,1.1534895774514329,-0.23603408451660704,-0.18306395393528874,-0.2091854504734307,1.9635146435909259,0.04100839151148971,-0.07056326948624388,-0.1508628572809428,-0.09006757603254664,-0.3969202588298662,-0.9472374282681777,-0.06723547068419147,0.5344095727235667,0.5344095727235667
9,-1.1394328240378822,-1.1945805224774066,0.6209669933074109,0.0314449421965769,-0.6519246794528313,-0.6519246794528313,-0.18377483913357673,-0.6473744986350811,2.9674257456991326,-0.3723091347426128,-0.5144122570459821,1.4229096492336852,3.5120822523779616,-0.27771715967543165,-0.6609501570095448,-0.579037709103606,-0.5526203781344465,-0.23603408451660704,-0.18306395393528874,-0.2091854504734307,-0.5396183860932509,0.04100839151148971,-0.07056326948624388,-0.1508628572809428,-0.09006757603254664,-0.3969202588298662,-0.07308263672177472,-0.06723547068419147,-0.6519246794528313,-0.6519246794528313
